Timestamp;;Energy;;Volume;;HourCounter;;TempForward;;TempReturn;;Power;;Flow;;;;;;ForwardedUsage;;ReturnedUsage;;;;;;ColumnX;;
27-02-2020 23.53;;7094;MWh;135183;M3;9395;h;81,1;c;35,3;c;0,1;kW;1;l/h;0;;0;;12132;MWh;5037;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.51;;10217;MWh;182438;M3;9335;h;89,7;c;27,4;c;4,6;kW;64;l/h;0;;0;;17778;MWh;7561;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6929;MWh;160937;M3;9395;h;83;c;38,5;c;2,2;kW;42;l/h;0;;0;;14001;MWh;7072;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;13529;MWh;981271;M3;9335;h;86,7;c;62,8;c;3,4;kW;123;l/h;0;;0;;85203;MWh;71674;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7511;MWh;131062;M3;9395;h;85,3;c;38,5;c;1,2;kW;22;l/h;0;;0;;11573;MWh;4062;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;11,01;MWh;215268;M3;9395;h;85;c;30,3;c;2,5;kW;40;l/h;0;;0;;19275;MWh;8264;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;8652;MWh;176967;M3;9335;h;87,5;c;33,4;c;1,3;kW;21;l/h;0;;0;;16442;MWh;7,79;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.59;;17876;MWh;346,75;M3;9394;h;86,1;c;35,8;c;3,9;kW;67;l/h;0;;0;;31766;MWh;13,89;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;11612;MWh;295719;M3;9334;h;87,5;c;39,7;c;3;kW;54;l/h;0;;0;;27065;MWh;15453;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.43;;11985;MWh;304979;M3;9336;h;69;c;46,5;c;0;kW;0;l/h;0;;0;;27277;MWh;15291;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5502;MWh;121313;M3;9335;h;86,4;c;41;c;1,5;kW;28;l/h;0;;0;;11252;MWh;5,75;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.51;;9761;MWh;240605;M3;9336;h;81,7;c;29,9;c;1,4;kW;24;l/h;0;;0;;21585;MWh;11824;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.41;;11843;MWh;251554;M3;9336;h;86,4;c;35,2;c;2,7;kW;45;l/h;0;;0;;23231;MWh;11388;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;12507;MWh;247261;M3;9336;h;79,4;c;27,7;c;3,2;kW;54;l/h;0;;0;;20664;MWh;8157;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7868;MWh;129889;M3;9335;h;86,9;c;28,2;c;2;kW;30;l/h;0;;0;;12036;MWh;4167;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6676;MWh;120867;M3;9335;h;85,2;c;28,4;c;1,2;kW;18;l/h;0;;0;;11026;MWh;4349;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;3945;MWh;152099;M3;9395;h;86,1;c;65;c;0;kW;2;l/h;0;;0;;13821;MWh;9876;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;6032;MWh;137214;M3;9335;h;82,9;c;31,6;c;1,9;kW;32;l/h;0;;0;;11767;MWh;5735;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;10864;MWh;199725;M3;9395;h;86,2;c;41,4;c;3,3;kW;64;l/h;0;;0;;18545;MWh;7,68;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;15154;MWh;342414;M3;9336;h;86,6;c;47;c;4;kW;88;l/h;0;;0;;32205;MWh;17051;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.36;;6393;MWh;135986;M3;9334;h;67,1;c;40;c;0,4;kW;14;l/h;0;;0;;13059;MWh;6665;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;9075;MWh;162619;M3;9335;h;84,4;c;27;c;1,9;kW;29;l/h;0;;0;;14956;MWh;5,88;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7582;MWh;137129;M3;9336;h;88,1;c;41,2;c;1,9;kW;36;l/h;0;;0;;12,87;MWh;5287;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5302;MWh;97143;M3;9335;h;88;c;38,6;c;2,1;kW;36;l/h;0;;0;;9276;MWh;3974;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.20;;9072;MWh;141419;M3;9394;h;88,6;c;30,5;c;1,8;kW;27;l/h;0;;0;;13543;MWh;4,47;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;4473;MWh;72862;M3;9335;h;85,5;c;24,5;c;1,5;kW;21;l/h;0;;0;;6732;MWh;2258;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;6119;MWh;105025;M3;9335;h;84,5;c;29,2;c;2,4;kW;38;l/h;0;;0;;9532;MWh;3413;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;6922;MWh;145719;M3;9395;h;84;c;33,9;c;0;kW;0;l/h;0;;0;;13097;MWh;6175;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.39;;10,44;MWh;206265;M3;9334;h;84,5;c;36,3;c;3,2;kW;57;l/h;0;;0;;18546;MWh;8106;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 12.19;;7735;MWh;134745;M3;9383;h;86;c;33,7;c;2,1;kW;34;l/h;0;;0;;12612;MWh;4876;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;8685;MWh;150551;M3;9335;h;85,2;c;26,1;c;2,3;kW;33;l/h;0;;0;;13446;MWh;4761;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.52;;4308;MWh;83762;M3;9335;h;81,1;c;31,2;c;1,6;kW;27;l/h;0;;0;;7254;MWh;2946;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;6634;MWh;121879;M3;9333;h;87,6;c;30;c;1,3;kW;20;l/h;0;;0;;11488;MWh;4854;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;9585;MWh;165653;M3;9333;h;88,9;c;37,5;c;3,2;kW;54;l/h;0;;0;;15802;MWh;6216;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.40;;5972;MWh;123,83;M3;9333;h;84,6;c;31,4;c;2,2;kW;36;l/h;0;;0;;10722;MWh;4749;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;2758;MWh;92747;M3;9333;h;74,2;c;42,2;c;0;kW;0;l/h;0;;0;;8666;MWh;5907;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;4,56;MWh;75997;M3;9333;h;88,2;c;27,4;c;1,7;kW;24;l/h;0;;0;;7256;MWh;2696;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6921;MWh;189197;M3;9333;h;76,9;c;34,7;c;0;kW;0;l/h;0;;0;;17,51;MWh;10589;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;2401;MWh;61213;M3;9332;h;70,7;c;46,2;c;0;kW;1;l/h;0;;0;;5247;MWh;2846;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7624;MWh;161486;M3;9393;h;81,8;c;37,8;c;3,1;kW;62;l/h;0;;0;;14031;MWh;6407;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;11696;MWh;204381;M3;9333;h;88,3;c;35,6;c;2,8;kW;45;l/h;0;;0;;19602;MWh;7905;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;7104;MWh;136361;M3;9393;h;80,5;c;26,7;c;0,9;kW;15;l/h;0;;0;;11,99;MWh;4886;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;19356;MWh;399816;M3;9332;h;82;c;33,4;c;5,8;kW;104;l/h;0;;0;;35522;MWh;16165;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;9153;MWh;210626;M3;9393;h;87;c;55,1;c;1,3;kW;35;l/h;0;;0;;20448;MWh;11295;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;4852;MWh;152997;M3;9393;h;58,6;c;34,3;c;0,4;kW;16;l/h;0;;0;;10559;MWh;5707;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;7545;MWh;126566;M3;9393;h;88,3;c;33,3;c;2,3;kW;36;l/h;0;;0;;12204;MWh;4659;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;8401;MWh;140842;M3;9333;h;87,8;c;34,2;c;3,7;kW;59;l/h;0;;0;;13141;MWh;4739;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5,18;MWh;115169;M3;9393;h;80,9;c;27,3;c;1,9;kW;31;l/h;0;;0;;9,74;MWh;4,56;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.48;;11914;MWh;222509;M3;9393;h;90,2;c;42;c;4,1;kW;73;l/h;0;;0;;21991;MWh;10077;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;3032;MWh;78122;M3;9333;h;84,3;c;49,1;c;0,8;kW;19;l/h;0;;0;;6959;MWh;3926;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;8026;MWh;135239;M3;9393;h;86,4;c;39;c;2;kW;37;l/h;0;;0;;12566;MWh;4,54;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;6991;MWh;146237;M3;9392;h;86,4;c;37,1;c;1,7;kW;29;l/h;0;;0;;13,3;MWh;6308;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;6148;MWh;1481058;M3;9333;h;87;c;75,9;c;1,7;kW;129;l/h;0;;0;;143366;MWh;137217;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;9575;MWh;161704;M3;9393;h;89,3;c;33,7;c;3,4;kW;53;l/h;0;;0;;15687;MWh;6112;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.29;;2,06;MWh;33855;M3;9332;h;82,7;c;28,8;c;0,6;kW;10;l/h;0;;0;;3211;MWh;1151;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;8574;MWh;171902;M3;9336;h;86,6;c;35,3;c;3,4;kW;58;l/h;0;;0;;15332;MWh;6757;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.36;;8957;MWh;199109;M3;9333;h;85,6;c;30,1;c;1;kW;16;l/h;0;;0;;18608;MWh;9651;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;11907;MWh;247084;M3;9333;h;82,4;c;27,6;c;3,3;kW;52;l/h;0;;0;;20685;MWh;8778;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;17222;MWh;493002;M3;9333;h;82,5;c;49,5;c;5,1;kW;135;l/h;0;;0;;44,67;MWh;27448;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;12089;MWh;235,14;M3;9333;h;83;c;35,1;c;4,7;kW;85;l/h;0;;0;;21081;MWh;8992;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;4003;MWh;107302;M3;9333;h;81,4;c;28,6;c;1,8;kW;30;l/h;0;;0;;8861;MWh;4858;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;15903;MWh;269,79;M3;9333;h;89,5;c;33;c;3,6;kW;55;l/h;0;;0;;25922;MWh;10019;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.24;;6856;MWh;145609;M3;9335;h;85,5;c;26,6;c;23,6;kW;346;l/h;0;;0;;13,34;MWh;6484;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;9,39;MWh;170,79;M3;9336;h;87,9;c;39,6;c;3,5;kW;63;l/h;0;;0;;16342;MWh;6952;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;7059;MWh;182947;M3;9334;h;79,3;c;25,6;c;0,5;kW;8;l/h;0;;0;;16454;MWh;9394;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;8578;MWh;1426077;M3;9393;h;84,6;c;38,3;c;2,3;kW;43;l/h;0;;0;;120942;MWh;112364;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.55;;14096;MWh;248913;M3;9336;h;87,2;c;32,3;c;4;kW;63;l/h;0;;0;;23279;MWh;9182;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5292;MWh;118699;M3;9334;h;86,2;c;43;c;3,8;kW;76;l/h;0;;0;;10621;MWh;5328;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;633;MWh;14811;M3;9336;h;67,1;c;45,3;c;0;kW;0;l/h;0;;0;;1266;MWh;632;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;7984;MWh;182426;M3;9393;h;76,7;c;30,8;c;1,3;kW;24;l/h;0;;0;;14694;MWh;6,71;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.59;;5688;MWh;137391;M3;9392;h;80,6;c;27;c;1,7;kW;28;l/h;0;;0;;11,4;MWh;5712;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.53;;8202;MWh;160257;M3;9334;h;85,9;c;38,7;c;2,9;kW;54;l/h;0;;0;;14667;MWh;6464;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.46;;10071;MWh;296,67;M3;9393;h;80,3;c;49,3;c;1,1;kW;31;l/h;0;;0;;26001;MWh;15,93;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.45;;5028;MWh;92,29;M3;9393;h;86,5;c;37;c;2;kW;35;l/h;0;;0;;8703;MWh;3674;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;1831;MWh;47743;M3;9334;h;64,6;c;28,4;c;0,4;kW;9;l/h;0;;0;;3712;MWh;1881;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;6135;MWh;96167;M3;9394;h;86,1;c;26;c;2,3;kW;33;l/h;0;;0;;9097;MWh;2961;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;8322;MWh;187433;M3;9334;h;86,4;c;28,3;c;1,8;kW;27;l/h;0;;0;;17254;MWh;8931;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 17.06;;8012;MWh;143,26;M3;9388;h;89,4;c;34,3;c;2,9;kW;45;l/h;0;;0;;13772;MWh;5759;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;12164;MWh;443,59;M3;9334;h;84,6;c;61,8;c;0,1;kW;2;l/h;0;;0;;40041;MWh;27876;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;8472;MWh;153861;M3;9395;h;86,8;c;30,7;c;2,9;kW;44;l/h;0;;0;;14384;MWh;5911;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;10021;MWh;364582;M3;9395;h;86,8;c;59;c;8;kW;252;l/h;0;;0;;34087;MWh;24065;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;6343;MWh;137266;M3;9333;h;78,2;c;34,7;c;2,3;kW;45;l/h;0;;0;;11666;MWh;5322;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;3318;MWh;105079;M3;9395;h;75,7;c;26,9;c;0,8;kW;14;l/h;0;;0;;8247;MWh;4928;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.51;;4145;MWh;148106;M3;9395;h;76,2;c;36,3;c;0,1;kW;3;l/h;0;;0;;13589;MWh;9444;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.47;;6603;MWh;115752;M3;9334;h;85,1;c;28,4;c;7,5;kW;114;l/h;0;;0;;10635;MWh;4032;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;7,79;MWh;213227;M3;9393;h;83,4;c;40,3;c;1,8;kW;37;l/h;0;;0;;19041;MWh;11,25;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6805;MWh;111373;M3;9395;h;87,8;c;26,7;c;2,1;kW;29;l/h;0;;0;;10412;MWh;3606;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.50;;10553;MWh;251,65;M3;9334;h;76,6;c;34,6;c;0,8;kW;17;l/h;0;;0;;20392;MWh;9868;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;6224;MWh;106902;M3;9395;h;86,8;c;29,7;c;2,2;kW;33;l/h;0;;0;;10083;MWh;3858;MWh;0;;0;;1;d;IZAR Plus Portal
27-02-2020 23.53;;8175;MWh;196,76;M3;9334;h;87,6;c;30,9;c;1,9;kW;29;l/h;0;;0;;17933;MWh;9757;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;10513;MWh;211428;M3;9395;h;83;c;30,1;c;1,2;kW;19;l/h;0;;0;;18827;MWh;8314;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.44;;10335;MWh;200635;M3;9333;h;80,8;c;33,2;c;2;kW;36;l/h;0;;0;;18127;MWh;7791;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.52;;9774;MWh;437941;M3;9333;h;85;c;50,8;c;1,8;kW;47;l/h;0;;0;;41263;MWh;31489;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;8812;MWh;177319;M3;9395;h;87,7;c;31,8;c;1,6;kW;24;l/h;0;;0;;17074;MWh;8262;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;13968;MWh;261189;M3;9333;h;86,7;c;36,5;c;3,1;kW;54;l/h;0;;0;;25379;MWh;11,41;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 21.49;;7372;MWh;115054;M3;9393;h;86,8;c;29;c;2,5;kW;37;l/h;0;;0;;11012;MWh;3,64;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;11379;MWh;305442;M3;9334;h;84,4;c;56,8;c;2,2;kW;69;l/h;0;;0;;28824;MWh;17445;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.13;;4778;MWh;95616;M3;9394;h;73,7;c;35,6;c;0;kW;0;l/h;0;;0;;8562;MWh;3784;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;13561;MWh;373881;M3;9334;h;81,5;c;34,8;c;1,9;kW;36;l/h;0;;0;;32302;MWh;18,74;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;15837;MWh;345471;M3;9395;h;85,7;c;33,7;c;3,4;kW;56;l/h;0;;0;;31737;MWh;15,9;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.00;;4468;MWh;190129;M3;9333;h;80,5;c;63,3;c;2,6;kW;130;l/h;0;;0;;15,01;MWh;10541;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.43;;7209;MWh;145608;M3;9395;h;84,9;c;31,9;c;2,3;kW;37;l/h;0;;0;;13271;MWh;6062;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.42;;5591;MWh;123475;M3;9334;h;82,9;c;22,3;c;0,8;kW;12;l/h;0;;0;;10812;MWh;5,22;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;10567;MWh;289,92;M3;9334;h;79,2;c;41,7;c;2,9;kW;66;l/h;0;;0;;24582;MWh;14014;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;3295;MWh;90551;M3;9334;h;78,9;c;32,2;c;0,8;kW;14;l/h;0;;0;;7515;MWh;4,22;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;14365;MWh;475559;M3;9319;h;79,7;c;44,6;c;2,5;kW;61;l/h;0;;0;;40845;MWh;26,48;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;6548;MWh;130302;M3;9321;h;79;c;29,6;c;1;kW;18;l/h;0;;0;;11006;MWh;4457;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.54;;7643;MWh;166,18;M3;9321;h;81,9;c;30,3;c;3,1;kW;52;l/h;0;;0;;13815;MWh;6173;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;14874;MWh;494906;M3;9319;h;78,4;c;47,7;c;9,2;kW;261;l/h;0;;0;;41558;MWh;26684;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;10102;MWh;266581;M3;9320;h;79,1;c;32,8;c;3,7;kW;69;l/h;0;;0;;21384;MWh;11282;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.52;;24743;MWh;679,01;M3;9322;h;75,1;c;36,8;c;4,4;kW;99;l/h;0;;0;;54215;MWh;29471;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;3431;MWh;82066;M3;9321;h;75;c;27,8;c;0,3;kW;5;l/h;0;;0;;6985;MWh;3553;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.24;;8918;MWh;239581;M3;9321;h;82;c;37,3;c;2,9;kW;56;l/h;0;;0;;20005;MWh;11087;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.39;;12118;MWh;247466;M3;9320;h;81,6;c;36,5;c;1,4;kW;27;l/h;0;;0;;22012;MWh;9893;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;15018;MWh;327884;M3;9320;h;83,5;c;40,2;c;3,4;kW;69;l/h;0;;0;;29,45;MWh;14432;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.37;;11262;MWh;234735;M3;9319;h;81;c;31,1;c;1,9;kW;33;l/h;0;;0;;20377;MWh;9114;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;10926;MWh;256101;M3;9321;h;83,1;c;75,6;c;0,2;kW;27;l/h;0;;0;;22533;MWh;11607;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.43;;25608;MWh;628459;M3;9319;h;86,4;c;36,7;c;5,6;kW;98;l/h;0;;0;;57179;MWh;31571;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.42;;18719;MWh;446542;M3;9320;h;84,4;c;49,6;c;4;kW;100;l/h;0;;0;;39695;MWh;20975;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.45;;12348;MWh;285639;M3;9319;h;76,8;c;32;c;2,6;kW;51;l/h;0;;0;;22924;MWh;10576;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.06;;25826;MWh;594707;M3;9320;h;82,2;c;39,2;c;4,8;kW;97;l/h;0;;0;;52555;MWh;26729;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;5478;MWh;141002;M3;9320;h;74,3;c;32,7;c;0,8;kW;17;l/h;0;;0;;11286;MWh;5807;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;15614;MWh;457744;M3;9322;h;81,2;c;37,3;c;3;kW;60;l/h;0;;0;;38819;MWh;23204;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.39;;13496;MWh;343776;M3;9319;h;79,9;c;42,2;c;3,5;kW;80;l/h;0;;0;;28266;MWh;14,77;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 22.56;;54092;MWh;1531304;M3;9321;h;81,7;c;45,6;c;10,9;kW;263;l/h;0;;0;;133504;MWh;79412;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.46;;18428;MWh;360907;M3;9319;h;80,6;c;29,9;c;4,5;kW;76;l/h;0;;0;;31606;MWh;13177;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;16032;MWh;358917;M3;9322;h;80,8;c;37,7;c;3,8;kW;76;l/h;0;;0;;30588;MWh;14556;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.48;;15283;MWh;410492;M3;9319;h;82,7;c;49,5;c;3,4;kW;88;l/h;0;;0;;35716;MWh;20433;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.42;;7099;MWh;145613;M3;9319;h;74,5;c;30,7;c;3,8;kW;75;l/h;0;;0;;12066;MWh;4967;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;8273;MWh;277166;M3;9322;h;81;c;33,4;c;0,8;kW;15;l/h;0;;0;;21518;MWh;13245;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.56;;16069;MWh;505663;M3;9319;h;76,8;c;37,9;c;3,2;kW;72;l/h;0;;0;;39272;MWh;23203;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;25515;MWh;592,47;M3;9322;h;89,4;c;46,1;c;4,9;kW;99;l/h;0;;0;;57051;MWh;31535;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.01;;16011;MWh;539098;M3;9318;h;76,9;c;51,7;c;3,2;kW;111;l/h;0;;0;;43145;MWh;27133;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.15;;9447;MWh;240073;M3;9321;h;83,8;c;46,9;c;2,7;kW;64;l/h;0;;0;;21,23;MWh;11782;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;17074;MWh;392,57;M3;9319;h;82,3;c;41,3;c;5,4;kW;114;l/h;0;;0;;33085;MWh;16,01;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;14165;MWh;408083;M3;9322;h;81,1;c;51,4;c;1,4;kW;41;l/h;0;;0;;34384;MWh;20218;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.57;;16226;MWh;480103;M3;9319;h;75,2;c;28,9;c;15,9;kW;313;l/h;0;;0;;37124;MWh;20898;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.49;;12556;MWh;285108;M3;9322;h;80,8;c;34,1;c;3,2;kW;60;l/h;0;;0;;24457;MWh;11901;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;11333;MWh;390717;M3;9319;h;81,5;c;49,7;c;1,8;kW;48;l/h;0;;0;;34669;MWh;23335;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.20;;25027;MWh;678959;M3;9321;h;85,7;c;49,2;c;5,3;kW;126;l/h;0;;0;;62943;MWh;37915;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;5,32;MWh;103156;M3;9319;h;80,8;c;34,8;c;1,4;kW;26;l/h;0;;0;;8724;MWh;3403;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.58;;9554;MWh;207329;M3;9322;h;79,5;c;36;c;2,1;kW;42;l/h;0;;0;;17879;MWh;8328;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;13404;MWh;356472;M3;9319;h;77,8;c;40,4;c;2,7;kW;63;l/h;0;;0;;29516;MWh;16111;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 21.46;;9,79;MWh;274417;M3;9317;h;72,7;c;34,1;c;1,5;kW;34;l/h;0;;0;;20042;MWh;10273;MWh;0;;0;;0;d;IZAR Plus Portal
27-02-2020 23.59;;9471;MWh;214593;M3;9320;h;77,4;c;31,8;c;1,9;kW;36;l/h;0;;0;;17541;MWh;8,07;MWh;0;;0;;0;d;IZAR Plus Portal
